CustomerID,Gender,Age,AnnualIncome,SpendingScore,TimeSpentInMall,VisitsPerMonth,DistanceFromHome,HasCreditCard,Churn
1579.0,Female,36.0,130674.0,18.0,131.0,9.0,4.87,Yes,
1580.0,,44.0,123533.0,30.0,19.0,26.0,8.33,No,Yes
1581.0,Female,51.0,,26.0,,26.0,8.78,Yes,Yes
1582.0,Female,28.0,136925.0,16.0,,12.0,42.15,Yes,No
1583.0,Male,62.0,89590.0,77.0,219.0,28.0,14.29,No,Yes
,Female,64.0,147775.0,39.0,227.0,27.0,35.76,Yes,No
1585.0,Female,29.0,,33.0,250.0,10.0,,,No
1586.0,Female,38.0,130476.0,26.0,209.0,19.0,48.85,Yes,Yes
1587.0,Male,28.0,108314.0,48.0,225.0,5.0,13.71,Yes,No
,Male,56.0,142579.0,65.0,214.0,,8.0,Yes,Yes
1589.0,,45.0,63298.0,38.0,225.0,5.0,,No,
1590.0,Female,22.0,83108.0,2.0,89.0,9.0,12.12,Yes,
1591.0,Female,34.0,133864.0,6.0,276.0,27.0,34.24,Yes,Yes
1592.0,Male,,,46.0,44.0,,4.35,Yes,No
1593.0,Female,58.0,36709.0,50.0,298.0,26.0,,No,No
1594.0,Female,63.0,29726.0,38.0,27.0,27.0,42.78,No,Yes
1595.0,Female,29.0,,88.0,174.0,20.0,29.19,Yes,Yes
1596.0,,23.0,,18.0,22.0,17.0,3.57,Yes,Yes
1597.0,Female,34.0,,27.0,211.0,10.0,2.48,No,No
1598.0,Male,68.0,54753.0,41.0,238.0,21.0,3.15,No,No
,Female,36.0,99788.0,72.0,10.0,1.0,47.1,Yes,
1600.0,Male,43.0,41316.0,92.0,226.0,22.0,42.51,No,No
,Female,65.0,122907.0,74.0,43.0,28.0,42.26,Yes,No
1602.0,Male,61.0,104698.0,17.0,275.0,16.0,46.22,Yes,No
1603.0,Female,61.0,35960.0,62.0,137.0,26.0,25.31,,No
1604.0,Male,,50791.0,29.0,221.0,26.0,12.44,,Yes
1605.0,Female,49.0,127766.0,58.0,272.0,15.0,20.13,Yes,No
1606.0,Male,23.0,45216.0,70.0,89.0,23.0,,Yes,No
1607.0,Female,,52467.0,78.0,174.0,17.0,43.81,No,Yes
,Male,,84427.0,22.0,261.0,26.0,21.81,Yes,No
1609.0,Female,28.0,132470.0,6.0,21.0,20.0,26.82,Yes,No
1610.0,Male,50.0,82047.0,26.0,221.0,25.0,46.6,Yes,Yes
1611.0,,41.0,93290.0,39.0,291.0,13.0,5.46,No,No
1612.0,Female,,,12.0,121.0,1.0,43.13,,Yes
1613.0,Female,32.0,24078.0,,220.0,25.0,8.05,Yes,No
1614.0,Male,44.0,98389.0,14.0,248.0,8.0,24.24,No,No
1615.0,Female,28.0,70519.0,22.0,277.0,5.0,11.0,Yes,Yes
1616.0,Male,68.0,24042.0,51.0,67.0,6.0,30.19,Yes,Yes
1617.0,Male,67.0,69052.0,23.0,43.0,23.0,27.97,No,No
1618.0,Male,34.0,34389.0,48.0,272.0,20.0,,No,No
1619.0,,68.0,115961.0,71.0,44.0,14.0,43.18,,Yes
,Male,31.0,88111.0,,,22.0,33.02,No,No
1621.0,Male,44.0,125058.0,89.0,236.0,,36.09,No,Yes
1622.0,,,113715.0,13.0,34.0,11.0,7.62,No,Yes
,Female,45.0,,85.0,243.0,6.0,44.17,Yes,Yes
1624.0,Female,68.0,54754.0,10.0,68.0,11.0,,Yes,No
1625.0,Female,64.0,38624.0,55.0,260.0,,,No,No
,Male,64.0,105886.0,9.0,95.0,12.0,6.49,Yes,No
1627.0,Male,,46681.0,79.0,260.0,22.0,22.07,Yes,Yes
,Male,24.0,109524.0,52.0,189.0,2.0,44.4,No,No
1629.0,Male,62.0,,2.0,216.0,,12.7,Yes,Yes
1630.0,Female,52.0,44704.0,25.0,158.0,3.0,,No,Yes
1631.0,Male,65.0,124272.0,13.0,80.0,23.0,,Yes,No
1632.0,,26.0,114913.0,98.0,130.0,4.0,30.93,Yes,No
1633.0,Female,,,51.0,262.0,17.0,37.61,No,Yes
1634.0,,69.0,143731.0,58.0,102.0,28.0,10.78,Yes,No
1635.0,Male,62.0,27493.0,,265.0,28.0,35.85,,Yes
1636.0,,34.0,89639.0,,263.0,22.0,11.46,Yes,No
1637.0,Male,34.0,120380.0,3.0,297.0,6.0,49.37,Yes,Yes
,Male,66.0,74383.0,59.0,68.0,7.0,28.04,Yes,
,Male,50.0,22994.0,70.0,78.0,15.0,34.81,No,
1640.0,,49.0,89280.0,48.0,95.0,11.0,6.01,Yes,
1641.0,Female,25.0,67234.0,64.0,283.0,24.0,12.61,Yes,
,Male,36.0,67291.0,19.0,236.0,3.0,7.07,No,Yes
,Male,55.0,148674.0,67.0,90.0,6.0,19.57,No,Yes
1644.0,Female,20.0,112868.0,82.0,123.0,26.0,14.28,Yes,Yes
1645.0,Male,,25594.0,73.0,193.0,2.0,36.67,No,Yes
1646.0,Male,30.0,125835.0,76.0,289.0,29.0,5.52,No,Yes
1647.0,Male,64.0,27371.0,5.0,63.0,,37.63,No,No
1648.0,Female,63.0,67315.0,67.0,206.0,9.0,,No,Yes
1649.0,Male,48.0,103564.0,11.0,189.0,18.0,10.18,,
1650.0,Female,33.0,147251.0,94.0,231.0,19.0,39.62,No,No
1651.0,Male,67.0,121448.0,68.0,,12.0,37.16,Yes,
1652.0,Female,49.0,99526.0,69.0,253.0,13.0,,Yes,Yes
1653.0,Female,39.0,132387.0,1.0,163.0,26.0,2.59,Yes,
1654.0,Male,46.0,36626.0,91.0,282.0,12.0,30.53,No,No
1655.0,Female,39.0,106005.0,92.0,144.0,12.0,20.4,,Yes
,Male,60.0,126258.0,63.0,17.0,,15.89,,Yes
1657.0,Female,20.0,125573.0,29.0,137.0,,32.06,Yes,No
1658.0,Male,27.0,27130.0,82.0,65.0,,21.89,No,
1659.0,Male,59.0,26828.0,12.0,,21.0,4.71,No,No
1660.0,Female,38.0,77514.0,77.0,168.0,16.0,45.81,Yes,No
1661.0,Male,33.0,,41.0,68.0,17.0,38.95,No,No
1662.0,Male,29.0,,2.0,67.0,21.0,2.91,No,
1663.0,Female,19.0,124635.0,37.0,149.0,24.0,,,Yes
1664.0,Male,58.0,72664.0,45.0,185.0,8.0,4.26,No,
1665.0,Male,41.0,131701.0,80.0,117.0,11.0,41.88,No,Yes
1666.0,Female,52.0,37883.0,,220.0,24.0,30.69,Yes,
1667.0,Female,47.0,63059.0,24.0,83.0,2.0,8.71,No,No
,Male,47.0,104078.0,99.0,,8.0,1.13,Yes,Yes
1669.0,Male,64.0,62932.0,22.0,,12.0,1.68,No,No
1670.0,Female,52.0,149900.0,11.0,191.0,21.0,25.42,Yes,Yes
1671.0,,36.0,81269.0,58.0,131.0,1.0,36.75,No,No
1672.0,Male,67.0,139850.0,46.0,,23.0,6.13,Yes,
1673.0,Female,25.0,95986.0,,,13.0,11.14,No,No
1674.0,Male,43.0,105959.0,35.0,211.0,22.0,16.43,No,Yes
1675.0,Male,66.0,22035.0,15.0,102.0,,10.98,No,No
1676.0,Male,57.0,129767.0,60.0,185.0,,19.63,Yes,Yes
1677.0,Male,24.0,60745.0,95.0,220.0,14.0,,,Yes
1678.0,Male,47.0,37241.0,42.0,193.0,14.0,34.28,,Yes
1679.0,Female,,72975.0,,104.0,16.0,48.19,No,
1680.0,Female,20.0,43154.0,80.0,282.0,17.0,46.55,No,No
1681.0,Female,18.0,,,146.0,6.0,28.55,No,No
,Female,53.0,64950.0,49.0,246.0,26.0,36.73,No,No
1683.0,Male,42.0,118602.0,64.0,274.0,,,No,No
1684.0,Male,54.0,76396.0,32.0,144.0,7.0,,No,Yes
1685.0,Male,18.0,119227.0,64.0,153.0,26.0,0.38,Yes,No
1686.0,Male,32.0,138920.0,2.0,28.0,,1.59,,No
1687.0,Female,54.0,33331.0,24.0,240.0,1.0,28.21,No,Yes
1688.0,Male,30.0,83927.0,87.0,143.0,25.0,38.17,No,No
1689.0,Male,,106226.0,66.0,123.0,15.0,18.42,No,No
1690.0,Female,25.0,104719.0,38.0,148.0,20.0,27.31,No,No
1691.0,Female,22.0,83014.0,31.0,134.0,21.0,25.87,No,No
1692.0,Female,26.0,59346.0,26.0,,18.0,4.83,Yes,No
1693.0,,18.0,90411.0,29.0,70.0,28.0,,No,
1694.0,,53.0,74478.0,67.0,259.0,26.0,1.07,No,Yes
1695.0,Male,52.0,32254.0,78.0,22.0,13.0,5.62,Yes,No
1696.0,,19.0,75734.0,25.0,264.0,24.0,40.61,Yes,
1697.0,Male,57.0,48621.0,48.0,94.0,2.0,41.49,Yes,No
1698.0,Male,40.0,136490.0,65.0,29.0,,40.12,No,Yes
1699.0,Male,26.0,,53.0,59.0,15.0,36.37,No,Yes
1700.0,Female,51.0,66121.0,,,12.0,39.69,No,Yes
1701.0,Male,63.0,147386.0,90.0,101.0,15.0,33.58,No,Yes
1702.0,Female,31.0,101418.0,18.0,97.0,25.0,33.52,No,No
1703.0,Male,21.0,,9.0,78.0,18.0,33.4,Yes,
1704.0,Male,,104577.0,38.0,46.0,14.0,25.75,No,No
1705.0,Male,48.0,114634.0,87.0,262.0,6.0,,No,
1706.0,Female,55.0,138034.0,21.0,261.0,12.0,36.54,No,No
1707.0,Male,,62431.0,65.0,149.0,20.0,15.0,Yes,Yes
,Female,52.0,,21.0,177.0,23.0,27.19,,No
1709.0,Female,25.0,119245.0,27.0,63.0,,21.72,No,Yes
1710.0,Female,20.0,120211.0,70.0,187.0,26.0,13.9,No,No
1711.0,,,24837.0,44.0,115.0,9.0,48.74,,Yes
1712.0,Male,30.0,131984.0,28.0,146.0,25.0,13.01,Yes,Yes
1713.0,Male,62.0,110025.0,45.0,199.0,26.0,15.53,Yes,No
1714.0,,,103163.0,17.0,137.0,4.0,8.16,Yes,No
1715.0,Female,51.0,91232.0,,56.0,17.0,41.17,No,No
1716.0,Female,,68994.0,3.0,14.0,2.0,29.37,,Yes
,Female,36.0,,76.0,266.0,16.0,30.69,,Yes
1718.0,Male,55.0,32615.0,76.0,159.0,24.0,41.05,No,Yes
1719.0,,33.0,21466.0,66.0,252.0,14.0,17.21,No,No
1720.0,Male,19.0,,46.0,284.0,26.0,9.76,Yes,Yes
1721.0,,57.0,138645.0,86.0,217.0,8.0,10.0,Yes,No
1722.0,Male,34.0,103886.0,87.0,124.0,14.0,36.66,Yes,Yes
1723.0,Male,51.0,85911.0,30.0,204.0,2.0,30.74,Yes,
1724.0,,59.0,118566.0,69.0,179.0,16.0,,No,
1725.0,Female,33.0,,9.0,91.0,4.0,,No,No
1726.0,Female,,108422.0,85.0,163.0,,6.12,Yes,No
1727.0,Female,19.0,129884.0,11.0,150.0,23.0,31.43,Yes,
1728.0,Male,19.0,80739.0,69.0,155.0,20.0,0.11,Yes,
1729.0,Female,,128440.0,99.0,131.0,27.0,1.01,No,Yes
1730.0,Female,30.0,118187.0,91.0,,14.0,19.54,No,Yes
1731.0,Female,64.0,93369.0,66.0,98.0,8.0,34.6,No,Yes
1732.0,Male,48.0,21893.0,88.0,67.0,25.0,34.78,Yes,No
1733.0,Male,51.0,,31.0,72.0,28.0,21.56,No,Yes
,Female,,116907.0,33.0,289.0,25.0,34.58,Yes,Yes
1735.0,Male,20.0,60874.0,39.0,81.0,3.0,26.1,Yes,No
1736.0,,25.0,97362.0,94.0,18.0,5.0,48.85,No,
1737.0,Male,40.0,119956.0,46.0,103.0,6.0,8.21,,
1738.0,,31.0,107460.0,37.0,161.0,22.0,30.07,,Yes
1739.0,Male,44.0,147021.0,92.0,49.0,26.0,24.61,No,No
,Male,46.0,138580.0,60.0,71.0,8.0,,Yes,Yes
1741.0,Female,,,31.0,263.0,,37.52,Yes,No
1742.0,Female,56.0,41199.0,11.0,78.0,6.0,13.85,No,
1743.0,Female,18.0,136600.0,87.0,254.0,4.0,19.15,No,Yes
1744.0,,34.0,111404.0,,,7.0,18.8,No,Yes
1745.0,,58.0,94328.0,27.0,187.0,24.0,12.29,No,Yes
1746.0,Female,47.0,77724.0,99.0,198.0,19.0,21.59,No,Yes
1747.0,Female,30.0,106133.0,2.0,269.0,,23.72,No,Yes
1748.0,Male,38.0,56405.0,,81.0,,37.24,No,No
1749.0,Male,36.0,118232.0,58.0,26.0,,38.28,Yes,
1750.0,,,128659.0,,66.0,1.0,8.01,No,Yes
1751.0,Female,42.0,35989.0,52.0,227.0,1.0,29.68,,Yes
1752.0,Female,39.0,48931.0,45.0,116.0,14.0,44.82,Yes,Yes
1753.0,Female,48.0,29290.0,85.0,182.0,6.0,5.53,No,No
1754.0,Male,34.0,58367.0,93.0,228.0,10.0,23.7,No,Yes
1755.0,Male,40.0,141136.0,20.0,256.0,,37.54,No,Yes
1756.0,,49.0,99878.0,,227.0,28.0,30.61,No,No
1757.0,Male,27.0,110477.0,38.0,40.0,14.0,5.12,No,
1758.0,Male,27.0,99481.0,20.0,56.0,4.0,19.89,Yes,No
,Male,53.0,96298.0,25.0,143.0,6.0,25.41,Yes,Yes
1760.0,Male,25.0,146299.0,2.0,117.0,16.0,49.79,No,Yes
1761.0,Female,69.0,50133.0,32.0,81.0,28.0,9.01,No,No
1762.0,Male,,,26.0,117.0,21.0,49.12,No,No
1763.0,Male,,125686.0,70.0,281.0,28.0,18.87,No,No
1764.0,Male,67.0,47052.0,41.0,180.0,1.0,10.1,Yes,Yes
1765.0,Male,31.0,127286.0,67.0,125.0,6.0,20.76,Yes,
1766.0,Female,67.0,105489.0,,83.0,9.0,30.74,Yes,No
,Female,45.0,60475.0,1.0,265.0,,10.75,No,
1768.0,Male,63.0,102666.0,51.0,90.0,12.0,14.64,No,
,Male,69.0,116622.0,,277.0,3.0,,No,Yes
1770.0,Male,41.0,77656.0,13.0,137.0,11.0,49.95,Yes,No
1771.0,Male,32.0,24633.0,,244.0,15.0,15.98,Yes,Yes
,,39.0,37304.0,12.0,,3.0,7.53,Yes,No
1773.0,Male,47.0,,48.0,190.0,14.0,39.68,No,
1774.0,Female,21.0,117820.0,25.0,166.0,,30.06,Yes,No
1775.0,Male,30.0,66546.0,57.0,68.0,29.0,5.11,No,No
1776.0,Female,,27008.0,35.0,,4.0,47.34,Yes,Yes
1777.0,,25.0,68291.0,76.0,201.0,26.0,3.99,No,Yes
1778.0,Male,35.0,47405.0,94.0,33.0,19.0,31.31,No,
1779.0,,,,5.0,89.0,12.0,,No,No
1780.0,Female,48.0,,98.0,143.0,2.0,27.88,No,
,Female,31.0,110909.0,22.0,222.0,17.0,,Yes,Yes
1782.0,Female,51.0,40827.0,77.0,,3.0,34.44,Yes,No
1783.0,Female,35.0,53040.0,57.0,80.0,10.0,47.99,Yes,No
,,51.0,80354.0,47.0,223.0,16.0,22.98,No,No
1785.0,Male,28.0,98543.0,54.0,74.0,,26.2,Yes,No
1786.0,Female,58.0,38157.0,3.0,230.0,9.0,12.07,No,No
1787.0,Female,29.0,117693.0,53.0,295.0,11.0,44.6,Yes,
1788.0,Female,66.0,55315.0,84.0,194.0,21.0,48.56,Yes,No
1789.0,Male,32.0,55932.0,31.0,216.0,15.0,39.34,No,Yes
1790.0,Female,,41164.0,69.0,108.0,3.0,27.18,No,No
1791.0,Male,66.0,34414.0,88.0,251.0,,47.84,No,Yes
,,46.0,147597.0,,167.0,21.0,,,
1793.0,Male,43.0,,72.0,107.0,21.0,,No,Yes
1794.0,,,133880.0,88.0,51.0,21.0,26.93,Yes,Yes
1795.0,Female,49.0,20946.0,50.0,148.0,28.0,24.65,Yes,
1796.0,Female,39.0,,84.0,292.0,12.0,40.14,Yes,No
1797.0,Male,55.0,,16.0,236.0,23.0,33.55,No,Yes
1798.0,,34.0,135194.0,,81.0,5.0,6.42,,
1799.0,Male,,115790.0,77.0,252.0,7.0,17.39,,Yes
1800.0,Male,41.0,35540.0,39.0,,9.0,17.02,,
1801.0,Male,67.0,92255.0,89.0,86.0,,28.33,,Yes
1802.0,Male,25.0,84757.0,,54.0,18.0,14.64,Yes,
1803.0,Male,58.0,,96.0,149.0,21.0,5.95,Yes,
1804.0,,23.0,45081.0,,186.0,8.0,32.72,Yes,No
1805.0,Male,22.0,81861.0,47.0,231.0,12.0,42.57,No,No
,Male,61.0,31350.0,44.0,101.0,,46.59,,No
1807.0,Female,46.0,,9.0,31.0,2.0,48.63,No,No
1808.0,,,76809.0,87.0,181.0,10.0,39.08,No,Yes
1809.0,Female,28.0,121894.0,50.0,101.0,19.0,7.07,,Yes
1810.0,Female,18.0,117557.0,77.0,201.0,9.0,42.67,,No
1811.0,,60.0,62832.0,,86.0,,,No,Yes
1812.0,Male,36.0,,96.0,290.0,24.0,36.52,No,Yes
1813.0,Male,26.0,51728.0,15.0,188.0,8.0,,No,No
1814.0,,44.0,37576.0,36.0,247.0,24.0,41.45,Yes,Yes
1815.0,Female,51.0,49001.0,63.0,144.0,24.0,21.33,Yes,No
1816.0,Male,61.0,147625.0,,289.0,24.0,3.18,No,No
1817.0,,21.0,103384.0,86.0,28.0,,27.89,No,No
1818.0,Male,53.0,20390.0,80.0,92.0,6.0,8.65,Yes,No
,Female,35.0,107535.0,41.0,237.0,12.0,48.28,Yes,
1820.0,Male,32.0,65436.0,74.0,274.0,25.0,26.4,Yes,Yes
1821.0,Male,68.0,31569.0,24.0,121.0,24.0,27.72,,No
1822.0,Male,30.0,33029.0,82.0,260.0,19.0,45.37,Yes,
1823.0,Female,36.0,42490.0,49.0,173.0,27.0,31.27,Yes,No
1824.0,Female,66.0,,18.0,177.0,17.0,15.21,Yes,No
1825.0,Male,23.0,143552.0,7.0,230.0,2.0,,Yes,
1826.0,Male,65.0,120864.0,4.0,200.0,11.0,25.13,,Yes
1827.0,Female,29.0,25867.0,90.0,179.0,18.0,43.34,No,No
1828.0,Female,68.0,100820.0,69.0,54.0,23.0,39.76,Yes,
1829.0,Female,54.0,119515.0,60.0,23.0,,48.14,No,No
1830.0,Male,34.0,29121.0,55.0,240.0,22.0,3.69,Yes,No
1831.0,Female,40.0,21539.0,16.0,166.0,11.0,13.49,Yes,
1832.0,Male,43.0,111024.0,99.0,143.0,18.0,4.1,Yes,No
1833.0,Female,46.0,37027.0,90.0,46.0,8.0,37.58,Yes,Yes
1834.0,Male,50.0,147402.0,82.0,62.0,15.0,7.13,Yes,No
,Female,44.0,94229.0,29.0,27.0,9.0,5.08,No,No
1836.0,Female,42.0,28921.0,23.0,47.0,15.0,28.13,No,No
1837.0,Female,27.0,70435.0,14.0,196.0,7.0,20.63,No,No
1838.0,Female,64.0,142368.0,79.0,205.0,20.0,35.78,No,
1839.0,Female,40.0,30310.0,49.0,252.0,13.0,24.4,No,Yes
1840.0,Male,38.0,83965.0,33.0,44.0,13.0,21.32,No,No
1841.0,,38.0,142033.0,25.0,224.0,1.0,,No,Yes
1842.0,Female,60.0,131048.0,21.0,228.0,,43.61,Yes,Yes
1843.0,Female,30.0,116444.0,17.0,99.0,4.0,19.82,No,Yes
1844.0,Male,54.0,89922.0,23.0,261.0,,16.74,Yes,No
1845.0,Female,50.0,117799.0,57.0,17.0,4.0,16.99,Yes,Yes
1846.0,Male,41.0,113948.0,81.0,265.0,4.0,9.91,No,Yes
1847.0,Female,61.0,102839.0,58.0,217.0,13.0,43.05,Yes,Yes
1848.0,Female,28.0,32242.0,14.0,140.0,2.0,7.42,Yes,
1849.0,Male,34.0,137027.0,93.0,,28.0,45.44,No,No
1850.0,Female,21.0,132561.0,20.0,206.0,26.0,14.25,Yes,No
1851.0,,64.0,28947.0,30.0,151.0,23.0,44.98,No,No
1852.0,,42.0,132250.0,,261.0,15.0,39.56,Yes,Yes
1853.0,Female,47.0,91466.0,53.0,105.0,4.0,29.14,No,No
1854.0,,26.0,123706.0,,35.0,,33.51,Yes,Yes
1855.0,Female,,140351.0,77.0,120.0,6.0,16.36,No,No
1856.0,Female,37.0,144749.0,82.0,132.0,3.0,28.75,Yes,Yes
1857.0,,36.0,81816.0,23.0,,7.0,14.69,,No
1858.0,Male,36.0,68785.0,62.0,177.0,6.0,20.17,Yes,No
1859.0,Male,29.0,139963.0,33.0,60.0,3.0,38.26,Yes,No
1860.0,Male,54.0,20507.0,18.0,14.0,4.0,12.27,No,No
1861.0,Female,59.0,86972.0,73.0,86.0,10.0,,,Yes
1862.0,Female,34.0,47151.0,,169.0,21.0,18.86,No,No
1863.0,Male,54.0,31618.0,32.0,217.0,9.0,26.66,Yes,No
1864.0,Female,65.0,94286.0,61.0,266.0,6.0,47.1,Yes,No
1865.0,Female,56.0,36122.0,54.0,214.0,29.0,34.09,No,Yes
1866.0,Female,,27354.0,17.0,264.0,,,Yes,No
1867.0,Female,58.0,129598.0,19.0,20.0,27.0,35.61,No,
1868.0,Male,52.0,50979.0,91.0,17.0,11.0,45.91,Yes,
1869.0,Male,64.0,106436.0,70.0,41.0,7.0,12.5,Yes,Yes
,Female,65.0,99376.0,99.0,37.0,18.0,,Yes,Yes
1871.0,Male,35.0,72774.0,34.0,215.0,4.0,20.08,Yes,No
1872.0,Male,31.0,122703.0,84.0,237.0,5.0,,No,Yes
1873.0,Male,52.0,25037.0,25.0,137.0,4.0,6.35,,No
1874.0,Female,61.0,48633.0,68.0,264.0,4.0,16.32,Yes,Yes
1875.0,Female,58.0,,74.0,,27.0,28.29,Yes,No
1876.0,Female,24.0,84550.0,74.0,248.0,13.0,44.09,No,Yes
1877.0,Male,58.0,,88.0,216.0,16.0,39.58,Yes,Yes
1878.0,Female,30.0,56483.0,,292.0,25.0,27.71,No,Yes
1879.0,Female,35.0,133181.0,11.0,254.0,14.0,3.79,Yes,No
1880.0,Male,54.0,93373.0,91.0,54.0,11.0,14.37,,Yes
1881.0,Female,30.0,54069.0,16.0,114.0,29.0,18.4,No,No
1882.0,,53.0,,90.0,290.0,2.0,31.12,Yes,Yes
1883.0,Male,48.0,139873.0,,243.0,,3.34,No,Yes
1884.0,Male,19.0,,,198.0,,26.56,No,
1885.0,Male,33.0,91947.0,80.0,53.0,,45.08,No,No
1886.0,Female,26.0,59133.0,7.0,234.0,24.0,35.3,No,No
1887.0,Female,26.0,116035.0,16.0,151.0,27.0,39.87,No,No
1888.0,Female,55.0,115761.0,99.0,145.0,7.0,34.12,No,Yes
1889.0,Male,28.0,133753.0,16.0,185.0,26.0,10.41,Yes,No
1890.0,Male,39.0,20692.0,40.0,151.0,,5.61,No,No
1891.0,Female,50.0,48926.0,12.0,89.0,4.0,41.49,No,Yes
,Female,53.0,119782.0,35.0,91.0,7.0,34.81,Yes,Yes
1893.0,Male,62.0,124700.0,21.0,144.0,29.0,28.8,,No
1894.0,Male,40.0,93984.0,50.0,216.0,16.0,9.55,Yes,No
1895.0,Male,62.0,63390.0,,186.0,26.0,30.21,No,Yes
1896.0,Male,62.0,,17.0,252.0,6.0,1.66,No,No
1897.0,Female,51.0,95609.0,32.0,64.0,27.0,6.03,,Yes
1898.0,Male,26.0,120950.0,41.0,,6.0,,Yes,Yes
1899.0,Female,41.0,25209.0,6.0,65.0,2.0,22.24,Yes,No
1900.0,,25.0,146700.0,88.0,24.0,24.0,6.12,,No
1901.0,Female,24.0,26533.0,27.0,194.0,8.0,6.09,No,Yes
1902.0,Male,53.0,106597.0,20.0,,27.0,36.32,,No
1903.0,Male,35.0,27211.0,25.0,106.0,7.0,28.53,Yes,Yes
1904.0,Male,20.0,29927.0,66.0,153.0,,26.73,Yes,No
1905.0,,45.0,97463.0,9.0,17.0,25.0,22.68,No,Yes
1906.0,Female,23.0,137333.0,92.0,224.0,24.0,48.83,Yes,No
1907.0,Male,61.0,44594.0,53.0,182.0,14.0,2.59,Yes,No
1908.0,Male,61.0,94852.0,61.0,232.0,9.0,9.11,Yes,Yes
1909.0,Female,38.0,,,49.0,15.0,32.41,Yes,No
1910.0,Male,,96382.0,,191.0,,,Yes,Yes
1911.0,,57.0,27933.0,84.0,279.0,22.0,29.51,Yes,No
1912.0,Female,18.0,123780.0,70.0,196.0,18.0,28.43,Yes,No
1913.0,,53.0,132157.0,97.0,254.0,12.0,48.55,No,No
1914.0,Female,38.0,60696.0,55.0,240.0,23.0,44.18,Yes,No
1915.0,Female,60.0,85449.0,1.0,164.0,19.0,47.28,No,Yes
1916.0,Female,52.0,87616.0,70.0,184.0,13.0,5.77,,Yes
1917.0,Female,30.0,26089.0,45.0,124.0,7.0,43.42,Yes,No
1918.0,Female,66.0,76548.0,98.0,27.0,,6.54,No,Yes
1919.0,Male,27.0,46123.0,47.0,281.0,10.0,,No,Yes
1920.0,Male,61.0,,79.0,21.0,10.0,36.03,Yes,No
1921.0,Male,64.0,70013.0,26.0,201.0,2.0,8.13,No,Yes
,Male,27.0,28346.0,14.0,241.0,14.0,31.67,,Yes
1923.0,Female,63.0,105414.0,54.0,102.0,13.0,2.72,Yes,No
,Male,30.0,53672.0,,227.0,22.0,14.73,Yes,No
1925.0,Female,54.0,37653.0,46.0,287.0,29.0,46.07,Yes,No
1926.0,Male,55.0,69556.0,31.0,38.0,6.0,8.67,Yes,No
1927.0,Male,41.0,143723.0,,86.0,9.0,3.36,Yes,Yes
,Male,19.0,128278.0,59.0,18.0,13.0,22.24,Yes,No
1929.0,Female,39.0,46140.0,95.0,33.0,9.0,42.55,No,Yes
1930.0,Male,34.0,,29.0,24.0,,3.93,,Yes
1931.0,Female,53.0,143626.0,96.0,173.0,5.0,17.84,No,No
1932.0,Female,31.0,54493.0,17.0,22.0,14.0,45.0,,Yes
1933.0,Male,27.0,64148.0,14.0,181.0,5.0,6.0,Yes,Yes
1934.0,Male,52.0,44846.0,36.0,209.0,,15.6,Yes,
1935.0,Male,42.0,131361.0,58.0,85.0,8.0,,No,No
1936.0,Female,20.0,42195.0,24.0,173.0,7.0,27.21,,Yes
1937.0,,64.0,25606.0,63.0,70.0,8.0,,No,No
1938.0,Female,55.0,23956.0,91.0,254.0,22.0,,No,No
,Female,34.0,36555.0,25.0,164.0,,46.04,No,
1940.0,Male,29.0,110385.0,59.0,266.0,23.0,46.75,No,Yes
1941.0,Male,69.0,,32.0,253.0,,7.85,Yes,No
1942.0,Female,41.0,78502.0,,171.0,15.0,1.79,Yes,No
1943.0,,46.0,144586.0,18.0,77.0,8.0,49.49,No,No
1944.0,Female,60.0,68849.0,37.0,286.0,1.0,24.16,No,No
,Male,,46347.0,26.0,170.0,7.0,28.65,No,No
,Female,53.0,118725.0,9.0,268.0,19.0,30.83,,Yes
1947.0,Male,,123844.0,99.0,104.0,2.0,39.5,No,No
1948.0,Female,,,,,14.0,40.62,Yes,Yes
,,18.0,,72.0,230.0,18.0,9.78,Yes,No
1950.0,Male,37.0,,20.0,132.0,15.0,11.91,Yes,Yes
1951.0,Female,45.0,118234.0,,196.0,14.0,43.85,Yes,No
1952.0,Male,33.0,101502.0,86.0,271.0,24.0,40.99,Yes,Yes
1953.0,,64.0,116633.0,83.0,282.0,25.0,30.92,Yes,Yes
1954.0,,34.0,101418.0,30.0,69.0,,49.74,Yes,
1955.0,,57.0,90211.0,53.0,,19.0,36.79,Yes,
1956.0,Male,45.0,61850.0,92.0,60.0,22.0,10.87,No,No
1957.0,,29.0,98545.0,99.0,187.0,27.0,42.35,No,No
1958.0,Male,44.0,47843.0,63.0,,26.0,20.8,Yes,Yes
,Male,59.0,82320.0,11.0,179.0,17.0,1.9,Yes,Yes
,Male,64.0,49793.0,31.0,48.0,,16.14,Yes,
1961.0,Female,,59516.0,49.0,78.0,28.0,38.2,No,No
1962.0,Male,58.0,124407.0,94.0,245.0,19.0,,No,No
1963.0,Female,51.0,149045.0,87.0,57.0,27.0,,Yes,Yes
1964.0,Female,,37857.0,19.0,,16.0,12.4,No,Yes
1965.0,,23.0,39627.0,12.0,286.0,20.0,28.22,Yes,No
1966.0,Male,24.0,81822.0,15.0,108.0,,40.6,Yes,Yes
1967.0,Male,49.0,104101.0,31.0,24.0,,37.35,Yes,Yes
